Customer_ID,Segment,Customer_Name
NC-18535,Corporate,Nick Crebassa
DB-12970,Corporate,Darren Budd
MF-17665,Corporate,Maureen Fritzler
RM-19750,Consumer,Roland Murray
VM-21835,Consumer,Vivian Mathis
EJ-13720,Consumer,Ed Jacobs
NC-18415,Consumer,Nathan Cano
LS-17230,Consumer,Lycoris Saunders
KE-16420,Corporate,Katrina Edelman
DH-13675,Home Office,Duane Huffman
PF-19120,Consumer,Peter Fuller
VT-21700,Home Office,Valerie Takahito
MG-17695,Consumer,Maureen Gnade
SP-20920,Consumer,Susan Pistek
CS-12175,Corporate,Charles Sheldon
DK-12895,Consumer,Dana Kaydos
KM-16660,Consumer,Khloe Miller
AA-10645,Consumer,Anna Andreadi
DD-13570,Consumer,Dorothy Dickinson
AH-10465,Consumer,Amy Hunt
TP-21565,Corporate,Tracy Poddar
EK-13795,Home Office,Eileen Kiefer
CR-12820,Home Office,Cyra Reiten
SG-20890,Corporate,Susan Gilcrest
AH-10585,Consumer,Angele Hood
NF-18475,Home Office,Neil Französisch
BS-11365,Corporate,Bill Shonely
SH-20635,Corporate,Stefanie Holloman
RD-19720,Consumer,Roger Demir
AG-10330,Consumer,Alex Grayson
GR-14560,Corporate,Georgia Rosenberg
VS-21820,Consumer,Vivek Sundaresam
TM-21490,Consumer,Tony Molinari
TS-21430,Corporate,Tom Stivers
DB-13360,Home Office,Dennis Bolton
NR-18550,Consumer,Nick Radford
CS-11860,Consumer,Cari Schnelling
MF-18250,Corporate,Monica Federle
LW-17125,Consumer,Liz Willingham
AR-10345,Corporate,Alex Russell
KS-16300,Corporate,Karen Seio
AB-10015,Consumer,Aaron Bergman
LR-17035,Corporate,Lisa Ryan
SS-20410,Consumer,Shahid Shariari
JM-15580,Consumer,Jill Matthias
JK-15325,Corporate,Jason Klamczynski
DM-13525,Corporate,Don Miller
ML-18265,Consumer,Muhammed Lee
MH-17290,Home Office,Marc Harrigan
FC-14245,Home Office,Frank Carlisle
TH-21115,Corporate,Thea Hudgings
JK-16090,Consumer,Juliana Krohn
SB-20185,Consumer,Sarah Brown
BG-11035,Consumer,Barry Gonzalez
BW-11065,Consumer,Barry Weirich
MG-18205,Corporate,Mitch Gastineau
DO-13645,Consumer,Doug O'Connell
BP-11050,Corporate,Barry Pond
TS-21655,Consumer,Trudy Schmidt
EM-14200,Home Office,Evan Minnotte
AO-10810,Corporate,Anthony O'Donnell
MH-17440,Corporate,Mark Haberlin
SS-20515,Home Office,Shirley Schmidt
LD-16855,Corporate,Lela Donovan
VP-21760,Corporate,Victoria Pisteka
TC-21145,Corporate,Theresa Coyne
IM-15055,Consumer,Ionia McGrath
AR-10570,Consumer,Anemone Ratner
CM-12715,Corporate,Craig Molinari
FW-14395,Corporate,Fred Wasserman
LC-16960,Home Office,Lindsay Castell
HE-14800,Corporate,Harold Engle
BD-11560,Home Office,Brendan Dodson
HD-14785,Home Office,Harold Dahlen
CJ-11875,Corporate,Carl Jackson
RS-19870,Home Office,Roy Skaria
SC-20845,Consumer,Sung Chung
RE-19405,Consumer,Ricardo Emerson
SM-20905,Consumer,Susan MacKendrick
